mean,std,abs_mean,iqr,bp_delta,bp_theta,bp_alpha,bp_beta
3.1789144e-11,0.01259317,0.0094475765,0.014177216,0.030904423,0.00532496,0.21541516,0.024376675
1.1603037e-09,0.015339306,0.011756944,0.018939877,0.06739213,0.00655333,0.083286084,0.023023577
-1.4146169e-09,0.0144913765,0.011328519,0.01849684,0.027970951,0.007881377,0.22088061,0.03653135
-4.2120615e-10,0.022786798,0.015709829,0.021819623,0.21481505,0.0061994283,0.07945777,0.019367447
9.059906e-10,0.015090268,0.011533786,0.01816456,0.03818138,0.010855123,0.18812872,0.0377919
-2.861023e-10,0.01472862,0.011340552,0.018496837,0.056416716,0.005972724,0.13762008,0.030529553
-5.2452087e-10,0.013541683,0.009841261,0.014758705,0.030090125,0.0052117454,0.08304114,0.027879715
-1.9073487e-09,0.013576271,0.010308406,0.01594937,0.040414464,0.006974948,0.20529781,0.029355993
5.5631e-10,0.011480887,0.008896488,0.014398735,0.01680445,0.005898685,0.053437196,0.018033061
3.496806e-10,0.013336666,0.01050712,0.017306173,0.03422273,0.007238546,0.13334367,0.034426212
1.8596649e-09,0.01372365,0.010561665,0.016724685,0.0327093,0.0050196773,0.13019711,0.03268913
-4.2915344e-10,0.015190729,0.011140104,0.016392408,0.084889516,0.007272949,0.111186646,0.03011549
-3.1789144e-10,0.011937815,0.009217159,0.014509495,0.024986066,0.00528898,0.07987781,0.023166489
9.854635e-10,0.011900464,0.009247171,0.015063295,0.02631166,0.0061187022,0.10419674,0.030154793
2.0662944e-10,0.012498825,0.009587927,0.015395571,0.020829454,0.0054036514,0.13310161,0.026636295
1.5735626e-09,0.011473028,0.009032074,0.014731014,0.024597958,0.007347753,0.07222655,0.035230692
-1.2715658e-10,0.013125414,0.010257046,0.016835446,0.023244862,0.0068698917,0.07280081,0.020262837
9.536743e-11,0.015551824,0.0114551615,0.017500004,0.15766212,0.009667754,0.13186273,0.025385197
9.536744e-10,0.017143914,0.012069338,0.016724685,0.028610278,0.008070271,0.0917038,0.026249437
2.384186e-10,0.010082742,0.007879649,0.012958864,0.036339663,0.0063539487,0.044192456,0.019269172
3.1789144e-10,0.015689855,0.011416238,0.016835447,0.08389535,0.0050624227,0.077000126,0.024565728
-3.8146972e-10,0.01081227,0.008305685,0.013291141,0.024588447,0.007097183,0.111091755,0.028346915
-4.768372e-10,0.013382045,0.009929643,0.015395574,0.09516467,0.007221019,0.08597003,0.03255884
1.7007192e-09,0.011610337,0.0089607565,0.014731014,0.030881682,0.004701644,0.10028682,0.018775685
-4.768372e-10,0.01031987,0.008074582,0.013180381,0.023017336,0.0057052304,0.052600518,0.025962071
1.3669332e-09,0.012325761,0.009438501,0.014952535,0.05756397,0.007025802,0.08764972,0.028479371
-3.973643e-10,0.010494666,0.008169974,0.013291141,0.023166198,0.005647638,0.11455055,0.02501787
-3.33786e-10,0.010261482,0.007974628,0.013180381,0.03354208,0.005412685,0.056313388,0.027074147
-2.026558e-09,0.010253866,0.007761039,0.012626585,0.016906634,0.004992436,0.05772397,0.031794835
-6.993612e-10,0.009336899,0.0072164144,0.01140823,0.022906702,0.0053555206,0.05196074,0.016993592
1.0093053e-09,0.009104985,0.0071425405,0.011740509,0.022317613,0.0054146117,0.042903487,0.021429261
8.2651774e-10,0.013110012,0.008776569,0.013291141,0.023799814,0.006585328,0.05243735,0.025164936
2.6226044e-09,0.011484747,0.00838942,0.012848103,0.021461578,0.0052551175,0.10639653,0.030064818
4.1325887e-10,0.009956396,0.007656062,0.012072789,0.02189568,0.004370239,0.08844553,0.019246297
5.00679e-10,0.009374638,0.007153417,0.0111867115,0.030147405,0.0038996327,0.04931023,0.01934119
1.6689301e-09,0.011800655,0.009156656,0.015063295,0.021105051,0.006185066,0.105300166,0.028599368
-1.3828277e-09,0.011920935,0.00829863,0.012183547,0.1422934,0.0056437952,0.05626078,0.017048525
4.4504803e-10,0.013709849,0.010233359,0.015727852,0.047630467,0.006770065,0.050453,0.02336264
-2.7020772e-10,0.015967937,0.010847418,0.01583861,0.051923044,0.006203423,0.07030649,0.07092679
-1.1761984e-09,0.011051043,0.008483017,0.013291141,0.040539633,0.0051033087,0.06542034,0.016766544
-9.536744e-10,0.011417909,0.008493693,0.012958862,0.02898366,0.0055230753,0.056788497,0.019766059
-3.33786e-10,0.0083636455,0.006558424,0.0108544305,0.025610894,0.004592439,0.025282811,0.019556062
1.4384588e-09,0.01252253,0.009442651,0.015284812,0.039516795,0.007758752,0.05244762,0.03822756
-6.1591465e-10,0.0105357645,0.008086101,0.012958862,0.024365483,0.005049764,0.08251782,0.013855049
1.9232431e-09,0.010324677,0.0068193045,0.010189874,0.03895932,0.0142659405,0.03493299,0.030179769
8.34465e-11,0.007991714,0.00620941,0.009968355,0.020437762,0.005462351,0.027293684,0.023489531
5.920728e-10,0.0076427013,0.005948285,0.009636078,0.019908985,0.006401265,0.022153331,0.025302444
-2.4318696e-09,0.008781927,0.0067542093,0.010743674,0.016069256,0.0051883166,0.02765017,0.025759192
8.304914e-10,0.008566926,0.0066294763,0.010660604,0.023408568,0.0066349264,0.03570728,0.022194553
1.0410944e-09,0.007568898,0.0058804597,0.00952532,0.029037494,0.005305592,0.020955583,0.018369325
6.0399374e-10,0.016546162,0.009940259,0.011629749,0.040033396,0.0071003325,0.0145752905,0.017147744
-5.086263e-10,0.046414,0.031978,0.03823972,1.8794745,0.015779547,0.015074288,0.011817267
-6.993612e-10,0.010537315,0.007942232,0.012958864,0.0356131,0.0066987146,0.040187288,0.020741498
-1.9073487e-09,0.009405074,0.007389796,0.012072789,0.036785886,0.004846183,0.035601843,0.0088615855
-2.0662944e-10,0.009758762,0.007518907,0.011962028,0.018725187,0.0050035976,0.05325168,0.018966945
1.223882e-09,0.011111297,0.008731861,0.014620256,0.027443292,0.0050589093,0.076489754,0.017997656
7.867813e-10,0.008570229,0.0066657877,0.010965191,0.020204837,0.004332056,0.050731156,0.017254146
6.993612e-10,0.013537117,0.009778998,0.014509495,0.022905018,0.0043676943,0.06159928,0.018603204
-2.0186106e-09,0.015585418,0.010010248,0.013623418,0.029284326,0.0061468473,0.025692763,0.017756376
-1.5894572e-10,0.015628472,0.011396818,0.016170887,0.047210597,0.0057443213,0.054817487,0.013673294
-2.2252401e-10,0.013179057,0.009651477,0.015174054,0.02699658,0.0067548486,0.07035205,0.020964475
-2.2252401e-10,0.010242248,0.0077470955,0.011962028,0.017173702,0.0058877156,0.12585779,0.026575552
-4.4504803e-10,0.01026422,0.0077802944,0.012405066,0.018803881,0.005513964,0.07643785,0.019112768
-1.3987224e-09,0.013367028,0.009099893,0.01306962,0.041627582,0.0150259305,0.039151985,0.031002477
1.4305115e-10,0.010722786,0.007815925,0.012183545,0.027236337,0.005655215,0.03022015,0.019957872
-2.7815502e-11,0.008269698,0.006389978,0.010522153,0.023423407,0.0056360182,0.04638225,0.023627631
-1.7841657e-09,0.009442864,0.006614668,0.009746838,0.02082402,0.0055053737,0.011767079,0.012830204
5.880992e-10,0.011091447,0.007951288,0.011518991,0.037358608,0.0059302854,0.09967513,0.011700133
-1.7484029e-09,0.008713227,0.006764312,0.0108544305,0.03596924,0.004827714,0.049410354,0.015464259
-5.086263e-10,0.010298486,0.007791149,0.012294307,0.021641651,0.0046926783,0.037805777,0.02007421
2.2252401e-10,0.01114435,0.008234571,0.012958864,0.032020837,0.006212349,0.029134843,0.021869475
-9.735426e-10,0.017182382,0.010718449,0.014204908,0.030172931,0.0053416993,0.08048261,0.019208146
-6.993612e-10,0.021202642,0.015719373,0.023591777,0.27854207,0.007236775,0.06421143,0.016470201
-1.1722247e-10,0.0077302065,0.006093856,0.010189876,0.022427771,0.006548108,0.028130718,0.013491783
-1.2079875e-09,0.015678855,0.010420626,0.01362342,0.045347154,0.004699968,0.04340615,0.021232704
-2.5431315e-10,0.020574767,0.011863878,0.013291141,0.025226647,0.0051318244,0.025244884,0.0113569815
2.1457672e-10,0.010274247,0.00724498,0.01140823,0.02645443,0.0045837886,0.026916552,0.017403781
9.536743e-11,0.00786798,0.0062411255,0.010411393,0.023761189,0.0053658746,0.031786717,0.016400125
-3.973643e-11,0.008055678,0.0063205217,0.010439083,0.018757084,0.0049268133,0.024591425,0.015480483
-7.947286e-10,0.009098315,0.007009415,0.0111867115,0.019289155,0.006513566,0.052069418,0.016725011
8.424123e-10,0.0063827303,0.0051168283,0.008750003,0.0122386785,0.0048882565,0.017364472,0.011148778
1.8000603e-09,0.006892915,0.0053614667,0.008777693,0.011644442,0.0077393306,0.04117124,0.014467937
-3.7352244e-10,0.006809609,0.0054019806,0.009082282,0.015452732,0.015721314,0.011277038,0.012057708
-8.1857043e-10,0.006931316,0.005375812,0.008860763,0.0075746714,0.006951159,0.013487639,0.014421946
-6.67572e-10,0.011783002,0.0075435457,0.011518991,0.030931702,0.008865522,0.019389505,0.042330455
-3.973643e-11,0.0073465314,0.0058170455,0.009746838,0.018344011,0.009293408,0.019999487,0.011919682
4.9273174e-10,0.008146589,0.006201397,0.009857597,0.011161296,0.010742079,0.051634252,0.022907762
-5.722046e-10,0.007983766,0.006366866,0.010522153,0.027117237,0.016155979,0.012624371,0.013890864
-1.1841456e-09,0.007874061,0.006127935,0.009968355,0.017542463,0.008611573,0.014855382,0.023695866
-3.1789144e-10,0.008050674,0.0063459105,0.010300636,0.022913834,0.013819754,0.014623562,0.030786691
1.6689301e-09,0.008072781,0.0064647365,0.010965191,0.02581728,0.015007443,0.011188283,0.015269646
-1.7325084e-09,0.0086484235,0.0067945933,0.011518989,0.023082087,0.015941838,0.009029695,0.018202662
3.8544337e-10,0.008578825,0.0067157643,0.0108544305,0.01785503,0.017170472,0.010312584,0.017026227
2.2252401e-10,0.0093468055,0.0071285246,0.011740508,0.044238415,0.019680955,0.011208854,0.016385844
-4.2915344e-10,0.009082732,0.0062536215,0.009968357,0.013041737,0.007657072,0.01840007,0.02764891
6.11941e-10,0.00867908,0.0065069813,0.010189876,0.03799538,0.012370811,0.008997001,0.014525968
2.861023e-10,0.015579823,0.0096780155,0.012848103,0.16351925,0.025350647,0.021798218,0.015681913
2.3563702e-09,0.008039407,0.006320159,0.010411393,0.024835872,0.01679157,0.00638878,0.012079055
5.8015187e-10,0.013068871,0.009121801,0.01351266,0.06335825,0.014254194,0.02649189,0.037808273
9.854635e-10,0.010832139,0.008100812,0.012958864,0.13548534,0.041343946,0.015941821,0.018984234
-1.446406e-09,0.018661074,0.010260402,0.012986552,0.040078577,0.014449808,0.011810295,0.013569285
-3.1789144e-11,0.012920731,0.009126367,0.013623418,0.17123331,0.03620053,0.01744683,0.018607896
7.867813e-10,0.010641215,0.0080132475,0.012515826,0.07101878,0.02524653,0.012386574,0.018524304
-1.2556712e-09,0.013791346,0.009180427,0.013512658,0.281512,0.022583997,0.022827134,0.029124249
-8.5830687e-10,0.015524285,0.011387543,0.016946204,0.2941285,0.05173171,0.022770073,0.015970781
-1.748403e-10,0.016611107,0.010353202,0.013955699,0.081419796,0.02401766,0.016036684,0.050106034
-1.0490417e-09,0.013956246,0.010096641,0.015174054,0.29097235,0.031305715,0.021112746,0.024743998
7.947286e-11,0.014348111,0.010531848,0.01564478,0.111292884,0.04462586,0.02382904,0.01630612
-3.6557515e-10,0.012267424,0.009599774,0.01594937,0.13243753,0.046548717,0.022636438,0.015805824
7.311503e-10,0.013444223,0.009951174,0.015063291,0.18935345,0.03428376,0.033266246,0.026030513
-2.6226044e-10,0.010921454,0.008354064,0.013512662,0.08683501,0.04207169,0.019622693,0.023654481
-6.67572e-10,0.015840268,0.011204049,0.015506329,0.099601485,0.038909364,0.016969956,0.020830411
-1.3033549e-09,0.01101067,0.00861645,0.014066458,0.09282415,0.03190685,0.018237751,0.015651619
3.6557515e-10,0.01515991,0.011384003,0.01819225,0.13143395,0.054517545,0.017440232,0.015197272
-1.7801921e-09,0.013913393,0.010306605,0.015949368,0.29059267,0.04496924,0.028375702,0.02013082
-2.2252401e-10,0.018571319,0.012146119,0.01639241,0.18886189,0.054328505,0.017964095,0.012409364
-1.8278757e-09,0.036866333,0.023682296,0.02528086,0.2652158,0.03737829,0.063120365,0.15024856
1.2000402e-09,0.015664702,0.01003854,0.013291143,0.014475899,0.010769827,0.04745773,0.024203923
-2.5431315e-10,0.03281396,0.01996798,0.021044306,0.04628528,0.0119365845,0.13270289,0.031410106
-5.880992e-10,0.022954708,0.012747447,0.015174054,0.10159158,0.024258818,0.1832893,0.13886069
8.503596e-10,0.0102372635,0.0077700187,0.012072789,0.013367155,0.009511875,0.05339201,0.032783594
-4.768372e-10,0.02399385,0.01668253,0.022594942,0.90330905,0.008092425,0.04544621,0.021922912
-8.3446505e-10,0.0076587144,0.0060177804,0.009968357,0.02018631,0.0053246515,0.02067099,0.017195111
9.417533e-10,0.011105754,0.008297553,0.012626585,0.012017293,0.004438189,0.12772232,0.021124225
-3.8146972e-10,0.013354136,0.0101395305,0.01617089,0.016706938,0.008334802,0.1436601,0.027601533
-3.139178e-10,0.012526778,0.010015157,0.016946206,0.0116958385,0.00615364,0.17115548,0.027742393
7.0730843e-10,0.0145526575,0.011029084,0.01797073,0.011685674,0.0056724176,0.1956835,0.022807868
-9.536743e-11,0.011397596,0.008959784,0.014731014,0.0085337935,0.006755341,0.103912614,0.015076411
1.748403e-10,0.013677936,0.010332517,0.016724685,0.017464811,0.006134224,0.16930835,0.020676203
7.311503e-10,0.01789312,0.012549557,0.017278483,0.01485081,0.0076908492,0.16687159,0.022298845
8.980433e-10,0.011057981,0.0085204225,0.013429591,0.010212752,0.0060859793,0.14895499,0.02273394
-9.695689e-10,0.016061299,0.0114641925,0.017943041,0.026122639,0.010567548,0.16202286,0.04196954
-9.536743e-11,0.01697884,0.011168404,0.016835446,0.24330004,0.04938088,0.14630146,0.040247638
2.7179718e-09,0.011057279,0.008283019,0.012958862,0.012212133,0.0052043786,0.09871682,0.016570574
-5.880992e-10,0.016338889,0.012077005,0.018496837,0.08106856,0.0085026845,0.17733313,0.02209948
9.934108e-10,0.010897632,0.0084744925,0.0137341805,0.01784823,0.008576607,0.1075822,0.028966174
-4.7683715e-11,0.011499597,0.008267194,0.011962028,0.016246445,0.0053203017,0.053070825,0.012151816
4.2120615e-10,0.010694916,0.008178905,0.013180383,0.017716402,0.0058991746,0.113137476,0.021786671
-5.880992e-10,0.01036335,0.007778428,0.012072787,0.01480089,0.005222033,0.09306615,0.024056498
5.086263e-10,0.011476022,0.008329359,0.011851268,0.020347342,0.004266578,0.041626148,0.015042288
9.218852e-10,0.009605138,0.007376649,0.011851268,0.019903336,0.005694746,0.057149924,0.019481298
1.0967255e-09,0.011740219,0.009044746,0.014287977,0.023081316,0.0061994675,0.104353346,0.020273644
5.086263e-10,0.024459688,0.015169923,0.017500002,0.057609096,0.005159086,0.10862184,0.019386906
-1.1444092e-09,0.012904314,0.009704709,0.015063293,0.015033648,0.0068734083,0.08843002,0.016931543
-1.4305115e-10,0.009685308,0.007667506,0.012848103,0.018597066,0.0051236376,0.08200662,0.024312053
-1.1444092e-09,0.010889376,0.008061131,0.012405066,0.025729643,0.0055071795,0.086491026,0.023645302
9.536743e-11,0.011440276,0.008482791,0.012765033,0.048415814,0.0060507557,0.034512687,0.028274072
8.2651774e-10,0.008586722,0.0065915245,0.010632914,0.012250635,0.008949191,0.08957646,0.015727103
-5.4041543e-10,0.0065816585,0.0051699993,0.008528482,0.0055778567,0.0057674996,0.02037023,0.015760425
1.613299e-09,0.0069077862,0.005467735,0.008971522,0.013824555,0.011093367,0.01627577,0.017762868
1.970927e-09,0.0070868134,0.0056195967,0.009303801,0.015020201,0.015491551,0.0072167153,0.01134285
-9.2983243e-10,0.008486412,0.006501879,0.010632912,0.015924947,0.0052188793,0.008125981,0.024564115
-4.4504803e-10,0.008394432,0.0065459423,0.010660604,0.017068908,0.005695414,0.015364603,0.030425046
3.8146972e-10,0.007372843,0.005682983,0.009303801,0.01075891,0.0062709386,0.015812362,0.015900135
1.0093053e-09,0.006840059,0.005406734,0.00908228,0.01133267,0.010088007,0.025497159,0.01630294
-1.5894572e-09,0.007786443,0.0059959493,0.009636076,0.018141339,0.014168454,0.011762761,0.017099945
-3.973643e-10,0.013778346,0.008105684,0.010411395,0.05978857,0.007794692,0.014341057,0.017081797
1.0808309e-09,0.0066963015,0.0052841,0.008750001,0.0152579695,0.010280692,0.013696587,0.014975578
1.6689301e-09,0.007990519,0.0062568197,0.010300636,0.021920905,0.010955313,0.022702869,0.016255012
-9.934108e-10,0.008240389,0.006421603,0.010411393,0.021247204,0.011448623,0.011323145,0.017897427
2.5431315e-10,0.008855989,0.0068597156,0.0111867115,0.03240253,0.022567073,0.009112655,0.014393521
-1.970927e-09,0.00890438,0.0068229036,0.010522155,0.02767054,0.02084261,0.015156433,0.016306765
-1.6212464e-09,0.012465607,0.008658748,0.012072789,0.14647868,0.028165285,0.013179817,0.013526803
7.6293943e-10,0.014749176,0.010768173,0.015949368,0.35236773,0.056099106,0.03330507,0.02523825
7.947286e-11,0.011926816,0.0092918705,0.014952533,0.12407963,0.028073322,0.020692073,0.018504726
-7.1525574e-10,0.016647082,0.011287363,0.01572785,0.13991845,0.024373638,0.013407145,0.014410856
1.5815099e-09,0.017831018,0.013009598,0.019742882,0.37094742,0.04381693,0.01896662,0.019100549
-1.2715658e-10,0.015469701,0.010248821,0.014287975,0.21115175,0.033154234,0.017954143,0.016056856
-1.4702479e-09,0.014924596,0.011121892,0.016724685,0.1104496,0.038730264,0.013652165,0.012855855
-1.5894572e-09,0.013080219,0.010054036,0.01606013,0.10224351,0.04322981,0.012019028,0.010501346
-1.7801921e-09,0.013709108,0.010423491,0.016170891,0.1023016,0.042275183,0.022041207,0.016919207
-1.3510386e-09,0.016871467,0.011320189,0.01594937,0.215013,0.032046586,0.014922491,0.010035352
7.7883405e-10,0.017100522,0.012225191,0.01783228,0.11457359,0.032035165,0.021920586,0.016360128
1.0649364e-09,0.019251335,0.0134953195,0.018496837,0.28542095,0.059028227,0.021217695,0.013628005
5.4836274e-10,0.014361699,0.011348448,0.019078325,0.1944965,0.052634295,0.024297832,0.019803887
-7.4704487e-10,0.017710455,0.013294607,0.020268992,0.23235992,0.053072535,0.018159341,0.012496727
0.0,0.01506725,0.011496578,0.017610764,0.26216036,0.05509748,0.043528236,0.018231682
3.1789144e-11,0.022629278,0.01609383,0.021930384,0.23583658,0.05210884,0.026974177,0.014632293
-3.33786e-10,0.018659107,0.013607473,0.020379752,0.14491305,0.04911335,0.023809593,0.01100145
-3.8941703e-10,0.019218994,0.014033691,0.021819623,0.22280538,0.05357415,0.0361028,0.021419307
1.0331471e-09,0.01935586,0.014850333,0.023481019,0.21590224,0.08640723,0.024705786,0.010725173
5.880992e-10,0.015249028,0.011948932,0.019382915,0.17550386,0.059526235,0.031076765,0.017435791
1.7007192e-09,0.017145209,0.013236416,0.020712027,0.18735568,0.059291877,0.033563014,0.017648768
1.9391377e-09,0.017730098,0.013419918,0.021044308,0.3185388,0.058120873,0.048717946,0.012930039
-2.5431315e-10,0.019821048,0.01545422,0.02503165,0.46980834,0.05769733,0.029458819,0.010231782
-3.8146972e-10,0.019488432,0.015103373,0.024256334,0.38306865,0.061388087,0.036451932,0.015299086
-4.609426e-10,0.018406289,0.014119497,0.02226266,0.25946826,0.062159523,0.045224592,0.0106343925
6.993612e-10,0.015564078,0.012416057,0.020822786,0.1983101,0.040518567,0.024204802,0.008330606
1.7166137e-09,0.025228046,0.019472213,0.030929592,0.9619409,0.057299305,0.036072973,0.013111375
-9.218852e-10,0.015614804,0.012060563,0.019493675,0.12345284,0.05474844,0.022017349,0.010618735
-4.768372e-10,0.017504135,0.013650884,0.021708863,0.2453779,0.039478198,0.029365774,0.013168546
1.335144e-09,0.01936636,0.014319164,0.022041144,0.30414414,0.043957807,0.03306848,0.010857896
1.0808309e-09,0.027553458,0.019847304,0.027579118,1.0461434,0.045268707,0.024368325,0.00858612
1.8596649e-09,0.018626245,0.014221723,0.023259494,0.50492793,0.047709756,0.023165483,0.011459844
-1.8278757e-09,0.020481436,0.015983988,0.026028484,0.62013805,0.0678928,0.030154418,0.014377448
-8.7420143e-10,0.024555702,0.018264739,0.028354432,0.95085806,0.04965379,0.017943602,0.0080114165
5.086263e-10,0.022665763,0.016942771,0.024920892,0.5772928,0.04628718,0.01776489,0.009349659
-8.34465e-11,0.01708864,0.013330529,0.022151902,0.32620704,0.04944636,0.021248935,0.008552928
0.0,0.01984146,0.015067208,0.023702536,0.37594032,0.052818164,0.023020878,0.008656195
7.947286e-10,0.021981291,0.016844058,0.025474688,0.68505013,0.029014677,0.018039694,0.0074657397
-2.384186e-10,0.021806426,0.016616113,0.025363926,0.4568414,0.0535402,0.039981347,0.01170489
-7.311503e-10,0.019270029,0.015044836,0.024256332,0.30426013,0.07105384,0.029862326,0.0077808527
6.0399374e-10,0.019152176,0.015170073,0.025363926,0.32351595,0.052714393,0.030058993,0.016699761
3.496806e-10,0.022504847,0.016846953,0.025585447,0.6174562,0.059632555,0.02314968,0.009164748
-5.4041543e-10,0.023772059,0.018507868,0.030126587,0.7155109,0.055329043,0.024764964,0.008021601
-4.768372e-10,0.020740317,0.015712269,0.024699371,0.43501136,0.052367087,0.030728735,0.010064024
-1.5417735e-09,0.017065423,0.013553212,0.02303798,0.312244,0.048790354,0.02111808,0.009368172
5.722046e-10,0.018960023,0.014194111,0.022151902,0.32159197,0.0655846,0.036233094,0.014691934
1.4305115e-10,0.026249716,0.020704847,0.03444621,0.90366334,0.079769485,0.036985505,0.012340276
-1.5417735e-09,0.020023048,0.015144544,0.023702536,0.38646907,0.05509442,0.02441062,0.008685917
-4.4504803e-10,0.028682072,0.021724459,0.03455697,0.51821524,0.081202134,0.021672305,0.008496997
6.357829e-11,0.02292834,0.017267061,0.027025321,0.67829823,0.056974202,0.01973653,0.007122898
9.059906e-10,0.021425832,0.016202105,0.024920892,0.5048063,0.06714451,0.0189088,0.008790512
1.0172526e-09,0.020640956,0.016376588,0.027800638,0.3576693,0.063124284,0.028337069,0.009367292
3.496806e-10,0.020141447,0.01591216,0.026914561,0.26490825,0.067981504,0.022392364,0.0073163817
7.6293943e-10,0.020964187,0.016582977,0.028022159,0.62867534,0.037944835,0.021381328,0.008082958
2.2888185e-09,0.02258836,0.017213587,0.027025321,0.95703846,0.05457656,0.015114227,0.009996633
3.1789144e-10,0.019845776,0.015090719,0.023037978,0.49178538,0.04781549,0.026562981,0.00800932
-2.1298727e-09,0.021563118,0.016350808,0.025834657,0.42355356,0.06963203,0.026891846,0.00996679
-1.1444092e-09,0.017820118,0.014048269,0.02303798,0.35088322,0.047507633,0.019216571,0.0100017935
2.861023e-10,0.027374262,0.021070462,0.034916937,0.9233752,0.06599629,0.024152543,0.008049083
-8.5830687e-10,0.0172267,0.0135192005,0.021708863,0.22158165,0.060360543,0.025010657,0.0087263575
6.198883e-10,0.026067626,0.019540047,0.028797472,0.8810378,0.048912633,0.022166532,0.010303622
1.0728836e-09,0.01374417,0.010706531,0.017278485,0.12536034,0.044453815,0.018499084,0.009802944
1.6689301e-09,0.02105179,0.016375728,0.026803803,0.47466823,0.05923039,0.022466898,0.00977305
-1.2079875e-09,0.021069199,0.016386982,0.027025321,0.49218193,0.05358568,0.026481843,0.008072312
1.7960866e-09,0.01994072,0.014818589,0.022927217,0.22311942,0.066531695,0.025148103,0.007819046
-1.5258789e-09,0.027386947,0.020718727,0.031455703,0.8504673,0.0432755,0.010991975,0.008328537
-1.2954076e-09,0.016267117,0.0128818005,0.021265827,0.26848102,0.071956694,0.020247038,0.010027844
-1.0649364e-09,0.017074103,0.013463723,0.022373423,0.23748909,0.032673307,0.017199816,0.006874876
-8.2651774e-10,0.025376901,0.02000254,0.032812506,0.74310637,0.042899113,0.011501132,0.007996004
-1.0490417e-09,0.017148148,0.01339563,0.022151902,0.21617824,0.064072765,0.017453253,0.009890561
-1.5258789e-09,0.018113563,0.014015006,0.022705702,0.23966643,0.051765405,0.027878247,0.0076576495
4.2915344e-10,0.026202347,0.01921824,0.028382124,0.5826845,0.03400249,0.025112601,0.0069136503
-2.415975e-09,0.02848971,0.022624655,0.03821203,0.9863262,0.048826996,0.018690972,0.009307483
-2.002716e-09,0.015293478,0.012136493,0.019964403,0.16415629,0.06444483,0.023688288,0.012326284
1.9232431e-09,0.02145951,0.016501857,0.025585447,0.4135406,0.05118948,0.02866246,0.0105349375
-7.947286e-10,0.02524694,0.01982113,0.033227853,0.59359455,0.050629724,0.023264553,0.008373337
-1.0490417e-09,0.01938169,0.01492359,0.023924055,0.1913845,0.07291251,0.0157052,0.0070755314
4.4504803e-10,0.019081295,0.014822622,0.023924056,0.16870934,0.04656012,0.02674048,0.009571553
1.2397766e-09,0.024073526,0.017838728,0.02702532,0.4289799,0.04966633,0.015505459,0.0078049204
1.8596649e-09,0.023891203,0.018621456,0.029794307,0.52887756,0.060927372,0.041065164,0.012733207
1.9073486e-10,0.023913069,0.018560262,0.029905066,0.41995344,0.047425866,0.022861991,0.00825633
-1.7484029e-09,0.022326538,0.017671736,0.029351272,0.3899968,0.064226136,0.026880797,0.006964676
-1.2715658e-10,0.025458045,0.019963205,0.032452535,0.45471016,0.061725017,0.020312948,0.007295134
-7.1525574e-10,0.022969188,0.01769382,0.029240511,0.41951457,0.045542274,0.019478453,0.008039144
1.9073486e-10,0.028513797,0.021992948,0.035110764,1.1717176,0.039892204,0.019704416,0.011594204
2.22524e-09,0.019449072,0.014478544,0.022041142,0.18429518,0.055731848,0.020648215,0.011330973
3.1789144e-11,0.025079086,0.018245012,0.026166935,0.6179269,0.08305292,0.033510476,0.016608931
-4.2120615e-10,0.01756495,0.013557178,0.021708865,0.24557433,0.053412434,0.013895638,0.0081859855
-2.0742417e-09,0.02131897,0.016069261,0.024256334,0.3566233,0.04675725,0.020967763,0.009924262
-3.1789144e-11,0.026610386,0.02129644,0.036772154,0.8937149,0.028439794,0.023575993,0.011805287
-9.218852e-10,0.016164048,0.011839033,0.017749213,0.20669676,0.04517836,0.018313423,0.010869404
6.357829e-11,0.02509019,0.019300053,0.030126585,0.59306866,0.040313553,0.024709601,0.011236646
8.7420143e-10,0.014505555,0.011281309,0.017832283,0.15369019,0.051371265,0.02126279,0.009419297
3.1789144e-10,0.018277418,0.014126774,0.0232595,0.21838547,0.06122296,0.023091808,0.00834235
-1.2874604e-09,0.021463454,0.01625609,0.025170099,0.5266803,0.03522405,0.0096665565,0.008132473
-2.861023e-10,0.023173595,0.017054584,0.025474686,0.4612086,0.05430994,0.025437126,0.010196764
-1.1444092e-09,0.016113631,0.012501633,0.019825952,0.10431579,0.05487286,0.023000196,0.0110940635
1.2079875e-09,0.01919589,0.0147747295,0.02259494,0.48046562,0.05948716,0.021916704,0.009461112
4.4504803e-10,0.022979328,0.017249376,0.02691456,0.4418442,0.048534617,0.018180769,0.00794821
5.00679e-10,0.021355512,0.014896082,0.020601267,0.15264678,0.04438224,0.014859142,0.008066112
-4.529953e-10,0.020412486,0.015714424,0.025059339,0.33190024,0.042572316,0.0172378,0.01047384
-2.2252401e-10,0.025830649,0.019707108,0.030569624,0.6999793,0.040761545,0.018310638,0.01107289
-1.2715658e-10,0.015101728,0.011807534,0.019161394,0.21443167,0.055250395,0.039867688,0.013272281
1.2715658e-10,0.021572962,0.016837187,0.02713608,0.7402957,0.03406096,0.023864482,0.01021965
-1.8119812e-09,0.023768904,0.015905168,0.021155069,0.28616673,0.041205376,0.03367614,0.011583938
0.0,0.023998886,0.018203137,0.028022155,0.6614545,0.04066332,0.015489615,0.008556384
-2.1775564e-09,0.022189481,0.016816355,0.026582286,0.3649407,0.049999136,0.02017609,0.00834265
-4.2915344e-10,0.020598115,0.015718337,0.024588611,0.6210924,0.050095115,0.02023357,0.008317819
